CDPHId,ProductName,CSFId,CSF,CompanyId,CompanyName,BrandName,PrimaryCategoryId,PrimaryCategory,SubCategoryId,SubCategory,CasId,CasNumber,ChemicalId,ChemicalName,InitialDateReported,MostRecentDateReported,DiscontinuedDate,ChemicalCreatedAt,ChemicalUpdatedAt,ChemicalDateRemoved,ChemicalCount
63,"Colorstay 12 Hour Eye Shadow Quad- skintone 99",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",70,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
64,"Colorstay 12 Hour Eye Shadow Quad- Neutral khakis-taupe vert 93",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",71,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
65,"Colorstay 12 Hour Eye Shadow Quad- champ. Shimmer 94",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",72,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
66,"Colorstay 12 Hour Eye Shadow Quad- chocolate brown 95",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",73,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
67,"Colorstay 12 Hour Eye Shadow Quad- shroom 96",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",74,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
68,"Colorstay 12 Hour Eye Shadow Quad- Sandstorm-89 green shimmer",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",75,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
69,"Colorstay 12 Hour Eye Shadow Quad- pewter shimmer 90",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",76,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
70,"Colorstay 12 Hour Eye Shadow Quad- metal shimmer 91",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",77,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
71,"Colorstay 12 Hour Eye Shadow Quad- rose shimmer 92",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",78,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","09/14/2009","09/14/2009",1
71,"Colorstay 12 Hour Eye Shadow Quad- rose shimmer 92",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",822,"Titanium dioxide","08/26/2009","08/26/2009","","09/14/2009","09/14/2009","",1
72,"Colorstay 12 Hour Eye Shadow Quad- Blushed wines-toast 86",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",79,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
73,"Colorstay 12 Hour Eye Shadow Quad- pink freeze 87",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",80,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
74,"Colorstay 12 Hour Eye Shadow Quad- light pink 88",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",81,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
75,"Colorstay 12 Hour Eye Shadow Quad- burgundy 94",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",82,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
76,"Colorstay 12 Hour Eye Shadow Quad- In the Buff-peach shimmer 85",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",83,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
77,"Colorstay 12 Hour Eye Shadow Quad- mocha brown 84",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",84,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
78,"Colorstay 12 Hour Eye Shadow Quad- medium brown 92",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",85,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
79,"Colorstay 12 Hour Eye Shadow Quad- pink 93",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",86,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
80,"Colorstay 12 Hour Eye Shadow Quad- Stonewash denim- ocean blue 76",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",87,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
81,"Colorstay 12 Hour Eye Shadow Quad- water cooler blue 77",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",88,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
82,"Colorstay 12 Hour Eye Shadow Quad- baby blue 78",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",89,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
83,"Colorstay 12 Hour Eye Shadow Quad- lt blue 79",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",90,"Titanium dioxide","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
84,"Help Me Retinol Cream",,"",841,"Philosophy","Philosophy",90,"Skin Care Products ",92,"Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim)",958,"68-26-8",91,"Retinol","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
85,"Divine Illumination",33,"Timiron Splendid Gold",841,"Philosophy","Philosophy",90,"Skin Care Products ",102,"Skin Moisturizers (making a cosmetic claim)",773,"79-81-2",92,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.","08/26/2009","12/30/2010","","08/26/2009","08/26/2009","",2
85,"Divine Illumination",33,"Timiron Splendid Gold",841,"Philosophy","Philosophy",90,"Skin Care Products ",102,"Skin Moisturizers (making a cosmetic claim)",656,"13463-67-7",93,"Titanium dioxide","08/26/2009","12/30/2010","","08/26/2009","08/26/2009","",2
85,"Divine Illumination",34,"Timiron Splendid Red",841,"Philosophy","Philosophy",90,"Skin Care Products ",102,"Skin Moisturizers (making a cosmetic claim)",773,"79-81-2",92,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.","08/26/2009","12/30/2010","","08/26/2009","08/26/2009","",2
85,"Divine Illumination",34,"Timiron Splendid Red",841,"Philosophy","Philosophy",90,"Skin Care Products ",102,"Skin Moisturizers (making a cosmetic claim)",656,"13463-67-7",93,"Titanium dioxide","08/26/2009","12/30/2010","","08/26/2009","08/26/2009","",2
86,"Eye Believe",,"",841,"Philosophy","Philosophy",90,"Skin Care Products ",92,"Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim)",958,"68-26-8",94,"Retinol","08/26/2009","08/26/2009","","08/26/2009","08/26/2009","",1
87,"Colorstay 12 Hour Eye Shadow Quad- Sterling Rose- sterling grey 73",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",95,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
88,"Colorstay 12 Hour Eye Shadow Quad- bright rose 74",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",96,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
89,"Colorstay 12 Hour Eye Shadow Quad- muted rose 75",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",97,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
90,"Colorstay 12 Hour Eye Shadow Quad- charcoal 91",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",98,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
91,"Colorstay 12 Hour Eye Shadow Quad- Berry Bloom- deep purple 69",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",99,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
92,"Colorstay 12 Hour Eye Shadow Quad- fuchia 70",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",100,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
93,"Colorstay 12 Hour Eye Shadow Quad- muted purple 71",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",101,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
94,"Colorstay 12 Hour Eye Shadow Quad- pink frost 72",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",102,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
95,"Colorstay 12 Hour Eye Shadow Quad- Sultry smoke- irridescent purple 07",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",103,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
96,"Colorstay 12 Hour Eye Shadow Quad- dark blue 08",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",104,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
97,"Colorstay 12 Hour Eye Shadow Quad- charcoal 09",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",105,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
98,"Colorstay 12 Hour Eye Shadow Quad- black 10",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",106,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
99,"Colorstay 12 Hour Eye Shadow Quad- Priceless Metals- gold 11",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",107,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
100,"Colorstay 12 Hour Eye Shadow Quad- silver 12",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",108,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
101,"Colorstay 12 Hour Eye Shadow Quad- bronze 13",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",109,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
102,"Colorstay 12 Hour Eye Shadow Quad- copper 14",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",110,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
103,"Colorstay 12 Hour Eye Shadow Quad- Lavendar Meadow- lt purple 15",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",111,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
104,"Colorstay 12 Hour Eye Shadow Quad- lilac 16",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",112,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
105,"Colorstay 12 Hour Eye Shadow Quad- teal 17",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",113,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
106,"Colorstay 12 Hour Eye Shadow Quad- dark purple 18",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",114,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
107,"Colorstay 12 Hour Eye Shadow Quad- Nude Elements- frosty white/pure pearl 01",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",115,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
108,"Colorstay 12 Hour Eye Shadow Quad- Natural 19",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",116,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
109,"Colorstay 12 Hour Eye Shadow Quad- tan 20",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",117,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
110,"Colorstay 12 Hour Eye Shadow Quad- charcoal 57",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",118,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
111,"Colorstay 12 Hour Eye Shadow Quad- Starlight- platinum 01",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",119,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
112,"Colorstay 12 Hour Eye Shadow Quad- Highlighter Peach 02",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",120,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
113,"Colorstay 12 Hour Eye Shadow Quad- Highlighter pink 03",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",121,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
114,"Colorstay 12 Hour Eye Shadow Quad- Highlighter light pink 04",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",122,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
115,"Colorstay 12 Hour Eye Shadow Quad- Azure Mist- mystical A 96",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",123,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
116,"Colorstay 12 Hour Eye Shadow Quad- mystical B 97",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",124,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
117,"Colorstay 12 Hour Eye Shadow Quad- mystical C 98",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",125,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
118,"Colorstay 12 Hour Eye Shadow Quad- mystical C 99",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",48,"Eye Shadow",656,"13463-67-7",126,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
119,"Colorstay Makeup for Combination/Oily Skin- Ivory",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",127,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
120,"Colorstay Makeup for Combination/Oily Skin- Buff",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",128,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
121,"Colorstay Makeup for Combination/Oily Skin- Sand Beige",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",129,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
122,"Colorstay Makeup for Combination/Oily Skin- Nude",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",130,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
123,"Colorstay Makeup for Combination/Oily Skin- Natural Beige",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",131,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
124,"Colorstay Makeup for Combination/Oily Skin- Medium Beige",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",132,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
125,"Colorstay Makeup for Combination/Oily Skin- Fresh Beige",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",133,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
126,"Colorstay Makeup for Combination/Oily Skin- Golden Beige",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",134,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
127,"Colorstay Makeup for Combination/Oily Skin- Warm Golden",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",135,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
128,"Colorstay Makeup for Combination/Oily Skin- True Beige",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",136,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
129,"Colorstay Makeup for Combination/Oily Skin- Natural Tan",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",137,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
130,"Colorstay Makeup for Combination/Oily Skin- Early Tan",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",138,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
131,"Colorstay Makeup for Combination/Oily Skin- Rich Tan",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",139,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
132,"Colorstay Makeup for Combination/Oily Skin- Golden Caramel",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",140,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
133,"Colorstay Makeup for Combination/Oily Skin- Toast",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",141,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
134,"Colorstay Makeup for Combination/Oily Skin- Rich Ginger",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",142,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
135,"Colorstay Makeup for Combination/Oily Skin- Caramel",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",143,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
136,"Colorstay Makeup for Combination/Oily Skin- Cappuccino",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",144,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
137,"Colorstay Makeup for Combination/Oily Skin- Mahogany",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",145,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
138,"Colorstay Makeup for Combination/Oily Skin- Mocha",,"",23,"Revlon Consumer Product Corporation","Revlon",44,"Makeup Products (non-permanent)",50,"Foundations and Bases",656,"13463-67-7",146,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
139,"Eye Hope",35,"Timiron Splendid Red",841,"Philosophy","Philosophy",90,"Skin Care Products ",92,"Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim)",773,"79-81-2",147,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.","08/27/2009","09/09/2013","","08/27/2009","08/27/2009","",2
139,"Eye Hope",35,"Timiron Splendid Red",841,"Philosophy","Philosophy",90,"Skin Care Products ",92,"Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim)",656,"13463-67-7",148,"Titanium dioxide","08/27/2009","09/09/2013","","08/27/2009","08/27/2009","",2
140,"Shelter Tinted",,"",841,"Philosophy","Philosophy",106,"Sun-Related Products",107,"Sunscreen (making a cosmetic claim) ",773,"79-81-2",149,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",2
140,"Shelter Tinted",,"",841,"Philosophy","Philosophy",106,"Sun-Related Products",107,"Sunscreen (making a cosmetic claim) ",656,"13463-67-7",150,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",2
141,"Shelter Untinted",,"",841,"Philosophy","Philosophy",106,"Sun-Related Products",107,"Sunscreen (making a cosmetic claim) ",773,"79-81-2",151,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",2
141,"Shelter Untinted",,"",841,"Philosophy","Philosophy",106,"Sun-Related Products",107,"Sunscreen (making a cosmetic claim) ",656,"13463-67-7",152,"Titanium dioxide","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",2
142,"On A Clear Day Retinol Clarifying Lotion",,"",841,"Philosophy","Philosophy",90,"Skin Care Products ",91,"Acne Products (making a cosmetic claim)",958,"68-26-8",153,"Retinol","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
143,"The Microdelivery Peel Crystals",,"",841,"Philosophy","Philosophy",90,"Skin Care Products ",95,"Facial Masks",773,"79-81-2",154,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.","08/27/2009","08/27/2009","","08/27/2009","08/27/2009","",1
152,"Kiss Me Tonight",,"",841,"Philosophy","Philosophy",44,"Makeup Products (non-permanent)",51,"Lip Balm (making a cosmetic claim)",773,"79-81-2",163,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.","08/28/2009","08/28/2009","","08/28/2009","08/28/2009","",1
153,"Hope In A Jar for Dry/Sensitive Skin Types",,"",841,"Philosophy","Philosophy",90,"Skin Care Products ",102,"Skin Moisturizers (making a cosmetic claim)",773,"79-81-2",164,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.","08/28/2009","08/28/2009","","08/28/2009","08/28/2009","",1
154,"Hope In A Jar For All Skin Types",,"",841,"Philosophy","Philosophy",90,"Skin Care Products ",102,"Skin Moisturizers (making a cosmetic claim)",773,"79-81-2",165,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.","08/28/2009","08/28/2009","","08/28/2009","08/28/2009","",1
155,"Booster Caps",,"",841,"Philosophy","Philosophy",90,"Skin Care Products ",92,"Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim)",957,"11103-57-4",166,"Vitamin A","08/28/2009","08/28/2009","","08/28/2009","08/28/2009","",1
156,"A&C synergy serum",,"",55,"Physician's Care Alliance, LLC","PCA Skin",90,"Skin Care Products ",99,"Skin Astringent (making a cosmetic claim)",958,"68-26-8",2080,"Retinol","08/28/2009","01/24/2018","","09/29/2009","07/03/2012","",3
156,"A&C synergy serum",,"",55,"Physician's Care Alliance, LLC","PCA Skin",90,"Skin Care Products ",99,"Skin Astringent (making a cosmetic claim)",893,"79-81-2",28022,"Vitamin A palmitate","08/28/2009","01/24/2018","","07/03/2012","07/03/2012","",3
156,"A&C synergy serum",,"",55,"Physician's Care Alliance, LLC","PCA Skin",90,"Skin Care Products ",99,"Skin Astringent (making a cosmetic claim)",92,"25013-16-5",52508,"Butylated hydroxyanisole","08/28/2009","01/24/2018","","01/24/2018","01/24/2018","",3
156,"A&C synergy serum",,"",55,"Physician's Care Alliance, LLC","PCA Skin",90,"Skin Care Products ",100,"Skin Bleaching (making a cosmetic claim) ",958,"68-26-8",2080,"Retinol","08/28/2009","01/24/2018","","09/29/2009","07/03/2012","",3
156,"A&C synergy serum",,"",55,"Physician's Care Alliance, LLC","PCA Skin",90,"Skin Care Products ",100,"Skin Bleaching (making a cosmetic claim) ",893,"79-81-2",28022,"Vitamin A palmitate","08/28/2009","01/24/2018","","07/03/2012","07/03/2012","",3
